# 1:time   2:h+   3:hx 
# FFI cut-off: omega = 0.025
-0.471163826989 9.01534667231e-23 -1.10669717751e-23
-0.471140740428 9.29534398885e-23 -9.33781226789e-24
-0.471117653868 9.57857143679e-23 -7.6095854907e-24
-0.471094567307 9.86495607885e-23 -5.88304802237e-24
-0.471071480746 1.01544240395e-22 -4.15895655361e-24
-0.471048394186 1.04468998884e-22 -2.43807149104e-24
-0.471025307625 1.07423063794e-22 -7.21158557288e-25
-0.471002221064 1.10405647658e-22 9.91013258415e-25
-0.470979134504 1.13415960096e-22 2.69767954578e-24
-0.470956047943 1.16453202176e-22 4.39807684846e-24
-0.470932961383 1.19516564091e-22 6.0914410695e-24
-0.470909874822 1.2260522768e-22 7.77700942815e-24
-0.470886788261 1.25718375779e-22 9.45402783612e-24
-0.470863701701 1.28855187847e-22 1.11217474904e-23
-0.47084061514 1.32014838208e-22 1.27794233715e-23
-0.470817528579 1.35196497708e-22 1.44263160467e-23
-0.470794442019 1.38399339512e-22 1.60616983836e-23
-0.470771355458 1.4162253638e-22 1.76848524542e-23
-0.470748268898 1.44865259607e-22 1.92950681545e-23
-0.470725182337 1.481266798e-22 2.08916448677e-23
-0.470702095776 1.51405969198e-22 2.24738976317e-23
-0.470679009216 1.54702300585e-22 2.40411543007e-23
-0.470655922655 1.58014846867e-22 2.55927542616e-23
-0.470632836094 1.61342781163e-22 2.71280500173e-23
-0.470609749534 1.64685276517e-22 2.86464130935e-23
-0.470586662973 1.68041506042e-22 3.01472313208e-23
-0.470563576413 1.71410642956e-22 3.16299076015e-23
-0.470540489852 1.747918603e-22 3.30938614683e-23
-0.470517403291 1.78184329353e-22 3.4538534964e-23
-0.470494316731 1.81587220394e-22 3.5963389932e-23
-0.47047123017 1.8499970295e-22 3.73679068001e-23
-0.47044814361 1.88420945462e-22 3.87515861162e-23
-0.470425057049 1.9185011376e-22 4.01139543903e-23
-0.470401970488 1.95286371801e-22 4.14545613909e-23
-0.470378883928 1.98728881887e-22 4.27729789669e-23
-0.470355797367 2.02176804544e-22 4.40688024803e-23
-0.470332710806 2.05629298038e-22 4.53416562645e-23
-0.470309624246 2.09085518636e-22 4.65911910836e-23
-0.470286537685 2.12544620605e-22 4.78170830708e-23
-0.470263451125 2.16005756446e-22 4.90190349149e-23
-0.470240364564 2.19468077875e-22 5.01967803148e-23
-0.470217278003 2.22930735398e-22 5.13500818904e-23
-0.470194191443 2.26392878036e-22 5.24787303591e-23
-0.470171104882 2.2985365389e-22 5.35825453058e-23
-0.470148018321 2.33312212472e-22 5.46613779438e-23
-0.470124931761 2.36767703637e-22 5.57151098006e-23
-0.4701018452 2.4021927708e-22 5.67436522598e-23
-0.47007875864 2.43666083121e-22 5.77469467788e-23
-0.470055672079 2.47107275869e-22 5.87249654332e-23
-0.470032585518 2.50542011768e-22 5.96777106259e-23
-0.470009498958 2.53969448941e-22 6.06052150819e-23
-0.469986412397 2.57388748065e-22 6.15075414591e-23
-0.469963325837 2.60799075768e-22 6.23847805073e-23
-0.469940239276 2.64199603057e-22 6.32370518861e-23
-0.469917152715 2.67589504633e-22 6.40645046277e-23
-0.469894066155 2.70967959733e-22 6.48673161873e-23
-0.469870979594 2.74334155308e-22 6.56456884551e-23
-0.469847893033 2.77687284555e-22 6.63998495761e-23
-0.469824806473 2.8102654627e-22 6.71300548226e-23
-0.469801719912 2.84351145613e-22 6.78365852116e-23
-0.469778633352 2.87660296903e-22 6.85197419214e-23
-0.469755546791 2.90953222328e-22 6.91798488589e-23
-0.46973246023 2.94229151372e-22 6.9817253829e-23
-0.46970937367 2.97487321498e-22 7.04323268843e-23
-0.469686287109 3.00726980685e-22 7.10254538222e-23
-0.469663200548 3.03947386267e-22 7.15970391846e-23
-0.469640113988 3.07147804392e-22 7.21475075944e-23
-0.469617027427 3.10327510701e-22 7.26773019925e-23
-0.469593940867 3.13485792831e-22 7.31868768155e-23
-0.469570854306 3.16621949267e-22 7.36767011457e-23
-0.469547767745 3.19735288809e-22 7.4147260105e-23
-0.469524681185 3.22825131272e-22 7.45990530876e-23
-0.469501594624 3.25890810166e-22 7.50325870184e-23
-0.469478508063 3.28931671463e-22 7.54483794657e-23
-0.469455421503 3.31947073036e-22 7.5846960019e-23
-0.469432334942 3.34936385402e-22 7.62288685761e-23
-0.469409248382 3.37898994579e-22 7.65946488661e-23
-0.469386161821 3.40834300769e-22 7.69448514383e-23
-0.46936307526 3.43741717772e-22 7.728003499e-23
-0.4693399887 3.46620673727e-22 7.76007647291e-23
-0.469316902139 3.49470613959e-22 7.79076062132e-23
-0.469293815579 3.52290999659e-22 7.82011281934e-23
-0.469270729018 3.5508130732e-22 7.84819038759e-23
-0.469247642457 3.57841029399e-22 7.87505093772e-23
-0.469224555897 3.60569676822e-22 7.9007517916e-23
-0.469201469336 3.63266777821e-22 7.92535024978e-23
-0.469178382775 3.65931877447e-22 7.94890370948e-23
-0.469155296215 3.68564538075e-22 7.97146952249e-23
-0.469132209654 3.7116434124e-22 7.99310446181e-23
-0.469109123094 3.73730886776e-22 8.0138649686e-23
-0.469086036533 3.76263792476e-22 8.03380725925e-23
-0.469062949972 3.78762694379e-22 8.05298720099e-23
-0.469039863412 3.81227247725e-22 8.07145984904e-23
-0.469016776851 3.83657126499e-22 8.0892796616e-23
-0.46899369029 3.86052023273e-22 8.10650059093e-23
-0.46897060373 3.88411649254e-22 8.12317598408e-23
-0.468947517169 3.90735734331e-22 8.13935821957e-23
-0.468924430609 3.9302402704e-22 8.15509887678e-23
-0.468901344048 3.95276294585e-22 8.17044880563e-23
-0.468878257487 3.97492322682e-22 8.18545805888e-23
-0.468855170927 3.99671914801e-22 8.20017565443e-23
-0.468832084366 4.0181489251e-22 8.21464968678e-23
-0.468808997806 4.03921095647e-22 8.22892737081e-23
-0.468785911245 4.05990381996e-22 8.24305500934e-23
-0.468762824684 4.08022625926e-22 8.25707789413e-23
-0.468739738124 4.10017719012e-22 8.27104035306e-23
-0.468716651563 4.11975570332e-22 8.28498576625e-23
-0.468693565002 4.13896106013e-22 8.29895656795e-23
-0.468670478442 4.15779267427e-22 8.31299428046e-23
-0.468647391881 4.17625012022e-22 8.32713949926e-23
-0.468624305321 4.19433313701e-22 8.34143188369e-23
-0.46860121876 4.21204162275e-22 8.35591018727e-23
-0.468578132199 4.22937561291e-22 8.37061239911e-23
-0.468555045639 4.24633529029e-22 8.3855756787e-23
-0.468531959078 4.26292098964e-22 8.40083632662e-23
-0.468508872517 4.27913319114e-22 8.41642983377e-23
-0.468485785957 4.29497249512e-22 8.43239109038e-23
-0.468462699396 4.31043963367e-22 8.44875428885e-23
-0.468439612836 4.32553547601e-22 8.46555288264e-23
-0.468416526275 4.340261021e-22 8.48281964294e-23
-0.468393439714 4.35461736791e-22 8.50058688917e-23
-0.468370353154 4.36860572984e-22 8.51888638127e-23
-0.468347266593 4.38222743991e-22 8.53774927589e-23
-0.468324180033 4.39548394274e-22 8.55720617918e-23
-0.468301093472 4.40837676142e-22 8.57728735514e-23
-0.468278006911 4.4209075127e-22 8.5980226277e-23
-0.468254920351 4.43307791393e-22 8.61944134256e-23
-0.46823183379 4.44488977371e-22 8.6415724069e-23
-0.468208747229 4.45634495604e-22 8.6644444405e-23
-0.468185660669 4.46744539681e-22 8.68808570406e-23
-0.468162574108 4.47819311127e-22 8.71252407325e-23
-0.468139487548 4.48859018437e-22 8.73778705887e-23
-0.468116400987 4.49863873385e-22 8.76390187772e-23
-0.468093314426 4.50834092727e-22 8.79089541806e-23
-0.468070227866 4.51769898955e-22 8.81879422992e-23
-0.468047141305 4.52671519365e-22 8.84762452257e-23
-0.468024054744 4.53539182512e-22 8.87741214441e-23
-0.468000968184 4.54373119852e-22 8.90818259064e-23
-0.467977881623 4.55173566451e-22 8.93996101161e-23
-0.467954795063 4.55940760151e-22 8.97277218729e-23
-0.467931708502 4.56674938443e-22 9.00664041671e-23
-0.467908621941 4.57376339921e-22 9.04158956775e-23
-0.467885535381 4.58045204893e-22 9.0776431031e-23
-0.46786244882 4.58681774711e-22 9.11482403385e-23
-0.467839362259 4.59286289281e-22 9.15315472901e-23
-0.467816275699 4.59858988225e-22 9.1926570027e-23
-0.467793189138 4.60400111357e-22 9.23335215519e-23
-0.467770102578 4.60909898208e-22 9.27526091024e-23
-0.467747016017 4.61388586333e-22 9.31840316321e-23
-0.467723929456 4.61836412104e-22 9.36279809709e-23
-0.467700842896 4.62253611027e-22 9.40846423478e-23
-0.467677756335 4.62640417479e-22 9.4554193662e-23
-0.467654669775 4.62997063876e-22 9.50368026006e-23
-0.467631583214 4.63323781065e-22 9.55326279728e-23
-0.467608496653 4.63620798468e-22 9.60418202916e-23
-0.467585410093 4.63888344043e-22 9.65645210176e-23
-0.467562323532 4.64126644272e-22 9.71008596036e-23
-0.467539236971 4.64335924176e-22 9.76509548677e-23
-0.467516150411 4.64516407289e-22 9.82149155762e-23
-0.46749306385 4.64668315818e-22 9.87928397361e-23
-0.46746997729 4.64791871374e-22 9.93848118728e-23
-0.467446890729 4.64887294642e-22 9.99909043004e-23
-0.467423804168 4.64954805208e-22 1.00611177644e-22
-0.467400717608 4.64994621886e-22 1.01245680258e-22
-0.467377631047 4.65006964064e-22 1.01894446026e-22
-0.467354544486 4.64992051087e-22 1.02557495394e-22
-0.467331457926 4.64950101967e-22 1.03234835772e-22
-0.467308371365 4.64881335833e-22 1.03926461152e-22
-0.467285284805 4.64785973746e-22 1.04632350671e-22
-0.467262198244 4.64664237864e-22 1.05352469298e-22
-0.467239111683 4.64516351062e-22 1.06086768068e-22
-0.467216025123 4.64342537466e-22 1.0683518394e-22
-0.467192938562 4.64143024569e-22 1.07597639331e-22
-0.467169852002 4.63918042251e-22 1.08374042355e-22
-0.467146765441 4.63667822351e-22 1.09164286857e-22
-0.46712367888 4.63392599233e-22 1.09968252549e-22
-0.46710059232 4.63092612024e-22 1.10785805629e-22
-0.467077505759 4.62768103571e-22 1.11616798515e-22
-0.467054419198 4.6241932e-22 1.12461069665e-22
-0.467031332638 4.62046511272e-22 1.13318443992e-22
-0.467008246077 4.61649933336e-22 1.14188734608e-22
-0.466985159517 4.61229847119e-22 1.15071742036e-22
-0.466962072956 4.60786518118e-22 1.1596725381e-22
-0.466938986395 4.60320216881e-22 1.16875045159e-22
-0.466915899835 4.59831220867e-22 1.17794881812e-22
-0.466892813274 4.5931981358e-22 1.18726518717e-22
-0.466869726713 4.58786284215e-22 1.19669699431e-22
-0.466846640153 4.58230928022e-22 1.2062415705e-22
-0.466823553592 4.57654047664e-22 1.21589617905e-22
-0.466800467032 4.57055952575e-22 1.22565799869e-22
-0.466777380471 4.56436958721e-22 1.23552411568e-22
-0.46675429391 4.5579738879e-22 1.24549153498e-22
-0.46673120735 4.55137572843e-22 1.25555722393e-22
-0.466708120789 4.54457847994e-22 1.26571809214e-22
-0.466685034228 4.53758558327e-22 1.27597098238e-22
-0.466661947668 4.5304005486e-22 1.28631268289e-22
-0.466638861107 4.52302695345e-22 1.29673997509e-22
-0.466615774547 4.51546844338e-22 1.30724961157e-22
-0.466592687986 4.50772873296e-22 1.31783830627e-22
-0.466569601425 4.49981160301e-22 1.32850274722e-22
-0.466546514865 4.49172088913e-22 1.33923964551e-22
-0.466523428304 4.48346048679e-22 1.35004571265e-22
-0.466500341744 4.4750343542e-22 1.36091765063e-22
-0.466477255183 4.46644650716e-22 1.37185216438e-22
-0.466454168622 4.45770099814e-22 1.38284600932e-22
-0.466431082062 4.44880192585e-22 1.3938959694e-22
-0.466407995501 4.43975343984e-22 1.40499884745e-22
-0.46638490894 4.4305597332e-22 1.41615147681e-22
-0.46636182238 4.42122501339e-22 1.42735076505e-22
-0.466338735819 4.4117535156e-22 1.43859367373e-22
-0.466315649259 4.402149509e-22 1.44987720962e-22
-0.466292562698 4.3924172877e-22 1.46119843484e-22
-0.466269476137 4.38256113518e-22 1.47255450468e-22
-0.466246389577 4.37258534067e-22 1.48394264994e-22
-0.466223303016 4.36249420656e-22 1.49536016964e-22
-0.466200216455 4.35229203827e-22 1.50680443905e-22
-0.466177129895 4.34198310482e-22 1.51827293972e-22
-0.466154043334 4.33157165699e-22 1.52976324547e-22
-0.466130956774 4.32106193547e-22 1.54127301665e-22
-0.466107870213 4.31045816031e-22 1.55280000593e-22
-0.466084783652 4.29976449039e-22 1.56434207904e-22
-0.466061697092 4.28898504216e-22 1.57589720499e-22
-0.466038610531 4.27812389788e-22 1.58746345233e-22
-0.466015523971 4.26718509538e-22 1.59903899225e-22
-0.46599243741 4.25617258929e-22 1.61062210936e-22
-0.465969350849 4.245090269e-22 1.62221119654e-22
-0.465946264289 4.23394196641e-22 1.63380475321e-22
-0.465923177728 4.22273144678e-22 1.64540138585e-22
-0.465900091167 4.21146237409e-22 1.65699980865e-22
-0.465877004607 4.20013832712e-22 1.66859884305e-22
-0.465853918046 4.18876280627e-22 1.68019741801e-22
-0.465830831486 4.17733922595e-22 1.69179456814e-22
-0.465807744925 4.16587088614e-22 1.70338942486e-22
-0.465784658364 4.15436098571e-22 1.7149812204e-22
-0.465761571804 4.14281262781e-22 1.72656928988e-22
-0.465738485243 4.13122881423e-22 1.73815306726e-22
-0.465715398682 4.11961242476e-22 1.74973206866e-22
-0.465692312122 4.10796622683e-22 1.76130590001e-22
-0.465669225561 4.09629287939e-22 1.77287426061e-22
-0.465646139001 4.08459492944e-22 1.78443693757e-22
-0.46562305244 4.07287479993e-22 1.79599378308e-22
-0.465599965879 4.06113479555e-22 1.80754472482e-22
-0.465576879319 4.04937710474e-22 1.81908977076e-22
-0.465553792758 4.03760379853e-22 1.83062900244e-22
-0.465530706198 4.02581682743e-22 1.84216254856e-22
-0.465507619637 4.01401802294e-22 1.85369059719e-22
-0.465484533076 4.00220909788e-22 1.86521340116e-22
-0.465461446516 3.99039164748e-22 1.87673127091e-22
-0.465438359955 3.97856715476e-22 1.88824454666e-22
-0.465415273394 3.96673698813e-22 1.89975361124e-22
-0.465392186834 3.95490240003e-22 1.91125889579e-22
-0.465369100273 3.94306452996e-22 1.92276087258e-22
-0.465346013713 3.93122441761e-22 1.93426002773e-22
-0.465322927152 3.91938299688e-22 1.94575687378e-22
-0.465299840591 3.907541093e-22 1.95725195528e-22
-0.465276754031 3.89569942723e-22 1.96874584204e-22
-0.46525366747 3.88385863619e-22 1.98023910367e-22
-0.465230580909 3.87201926296e-22 1.99173232137e-22
-0.465207494349 3.86018175303e-22 2.00322609306e-22
-0.465184407788 3.84834646024e-22 2.0147210273e-22
-0.465161321228 3.83651367025e-22 2.02621772046e-22
-0.465138234667 3.82468358971e-22 2.03771676735e-22
-0.465115148106 3.81285634146e-22 2.04921876571e-22
-0.465092061546 3.80103197101e-22 2.06072431094e-22
-0.465068974985 3.78921047228e-22 2.07223397619e-22
-0.465045888424 3.7773917757e-22 2.08374832157e-22
-0.465022801864 3.76557574302e-22 2.09526789816e-22
-0.464999715303 3.75376217398e-22 2.1067932434e-22
-0.464976628743 3.74195083236e-22 2.11832486414e-22
-0.464953542182 3.73014143391e-22 2.1298632445e-22
-0.464930455621 3.71833364112e-22 2.1414088493e-22
-0.464907369061 3.70652706977e-22 2.15296212014e-22
-0.4648842825 3.69472131384e-22 2.16452346144e-22
-0.46486119594 3.68291593405e-22 2.17609324688e-22
-0.464838109379 3.67111045271e-22 2.18767182225e-22
-0.464815022818 3.65930435996e-22 2.19925950235e-22
-0.464791936258 3.64749713691e-22 2.21085655995e-22
-0.464768849697 3.63568824496e-22 2.22246323085e-22
-0.464745763136 3.62387712103e-22 2.23407971617e-22
-0.464722676576 3.6120631833e-22 2.24570618004e-22
-0.464699590015 3.60024585223e-22 2.25734274164e-22
-0.464676503455 3.58842454087e-22 2.268989479e-22
-0.464653416894 3.57659865055e-22 2.2806464304e-22
-0.464630330333 3.56476757593e-22 2.29231359309e-22
-0.464607243773 3.55293072389e-22 2.30399091872e-22
-0.464584157212 3.54108750475e-22 2.31567831545e-22
-0.464561070651 3.5292373285e-22 2.32737564878e-22
-0.464537984091 3.5173796092e-22 2.33908274114e-22
-0.46451489753 3.50551378121e-22 2.35079937077e-22
-0.46449181097 3.49363929165e-22 2.36252527229e-22
-0.464468724409 3.48175559719e-22 2.37426013677e-22
-0.464445637848 3.46986216761e-22 2.3860036122e-22
-0.464422551288 3.45795849898e-22 2.39775530575e-22
-0.464399464727 3.44604410754e-22 2.40951478274e-22
-0.464376378167 3.43411852713e-22 2.4212815661e-22
-0.464353291606 3.42218131181e-22 2.43305513756e-22
-0.464330205045 3.41023204549e-22 2.44483494277e-22
-0.464307118485 3.39827033742e-22 2.45662038899e-22
-0.464284031924 3.38629582035e-22 2.46841084394e-22
-0.464260945363 3.37430815223e-22 2.48020563759e-22
-0.464237858803 3.36230702177e-22 2.49200406938e-22
-0.464214772242 3.35029214576e-22 2.50380540489e-22
-0.464191685682 3.33826326815e-22 2.51560887435e-22
-0.464168599121 3.32622016058e-22 2.52741367478e-22
-0.46414551256 3.31416262394e-22 2.53921897839e-22
-0.464122426 3.3020904876e-22 2.55102392874e-22
-0.464099339439 3.29000360926e-22 2.56282763898e-22
-0.464076252878 3.2779018745e-22 2.57462919416e-22
-0.464053166318 3.26578519457e-22 2.58642766018e-22
-0.464030079757 3.25365350743e-22 2.59822207967e-22
-0.464006993197 3.24150677824e-22 2.61001147015e-22
-0.463983906636 3.22934499813e-22 2.6217948264e-22
-0.463960820075 3.21716817887e-22 2.6335711295e-22
-0.463937733515 3.20497635528e-22 2.64533934266e-22
-0.463914646954 3.1927695864e-22 2.65709840937e-22
-0.463891560393 3.18054795363e-22 2.66884725577e-22
-0.463868473833 3.16831155297e-22 2.68058479966e-22
-0.463845387272 3.1560604986e-22 2.69230994634e-22
-0.463822300712 3.14379492449e-22 2.70402158678e-22
-0.463799214151 3.13151498205e-22 2.71571859995e-22
-0.46377612759 3.11922083093e-22 2.7273998618e-22
-0.46375304103 3.10691264328e-22 2.73906424115e-22
-0.463729954469 3.09459060561e-22 2.75071059779e-22
-0.463706867909 3.08225491628e-22 2.76233778485e-22
-0.463683781348 3.06990577548e-22 2.7739446576e-22
-0.463660694787 3.05754338985e-22 2.78553006933e-22
-0.463637608227 3.04516797452e-22 2.79709286965e-22
-0.463614521666 3.03277975049e-22 2.8086319066e-22
-0.463591435105 3.02037893445e-22 2.82014603505e-22
-0.463568348545 3.00796574352e-22 2.83163411284e-22
-0.463545261984 2.99554039725e-22 2.84309499906e-22
-0.463522175424 2.98310311511e-22 2.85452755611e-22
-0.463499088863 2.9706541066e-22 2.86593065714e-22
-0.463476002302 2.95819357584e-22 2.87730318263e-22
-0.463452915742 2.94572172352e-22 2.88864401885e-22
-0.463429829181 2.93323874452e-22 2.89995205961e-22
-0.46340674262 2.92074481878e-22 2.91122621266e-22
-0.46338365606 2.90824011551e-22 2.92246539672e-22
-0.463360569499 2.89572479504e-22 2.93366854021e-22
-0.463337482939 2.88319900666e-22 2.94483458265e-22
-0.463314396378 2.87066288061e-22 2.95596248001e-22
-0.463291309817 2.85811653176e-22 2.9670512022e-22
-0.463268223257 2.84556006124e-22 2.97809973205e-22
-0.463245136696 2.83299355465e-22 2.98910706649e-22
-0.463222050136 2.82041707543e-22 3.00007222089e-22
-0.463198963575 2.80783066795e-22 3.01099422709e-22
-0.463175877014 2.79523435879e-22 3.02187213248e-22
-0.463152790454 2.78262815537e-22 3.03270500103e-22
-0.463129703893 2.77001204103e-22 3.04349191701e-22
-0.463106617332 2.75738597733e-22 3.05423198328e-22
-0.463083530772 2.74474990499e-22 3.06492432051e-22
-0.463060444211 2.73210374299e-22 3.07556806812e-22
-0.463037357651 2.71944738544e-22 3.08616238748e-22
-0.46301427109 2.7067807031e-22 3.09670646051e-22
-0.462991184529 2.69410354389e-22 3.1071994889e-22
-0.462968097969 2.68141573251e-22 3.11764069497e-22
-0.462945011408 2.66871706923e-22 3.12802932447e-22
-0.462921924847 2.65600733047e-22 3.13836464533e-22
-0.462898838287 2.64328626898e-22 3.14864594702e-22
-0.462875751726 2.63055361394e-22 3.15887254123e-22
-0.462852665166 2.61780907172e-22 3.16904376419e-22
-0.462829578605 2.60505232555e-22 3.17915897557e-22
-0.462806492044 2.59228303529e-22 3.18921755808e-22
-0.462783405484 2.57950083807e-22 3.19921891786e-22
-0.462760318923 2.56670535106e-22 3.20916248623e-22
-0.462737232363 2.55389617019e-22 3.21904771885e-22
-0.462714145802 2.54107286955e-22 3.22887409545e-22
-0.462691059241 2.52823500255e-22 3.23864112008e-22
-0.462667972681 2.51538210672e-22 3.24834832212e-22
-0.46264488612 2.50251370152e-22 3.25799525578e-22
-0.462621799559 2.4896292873e-22 3.26758149997e-22
-0.462598712999 2.47672834698e-22 3.2771066584e-22
-0.462575626438 2.46381035288e-22 3.28657035991e-22
-0.462552539878 2.45087476362e-22 3.29597225833e-22
-0.462529453317 2.43792102263e-22 3.30531203241e-22
-0.462506366756 2.42494856031e-22 3.31458938583e-22
-0.462483280196 2.41195680273e-22 3.32380404698e-22
-0.462460193635 2.39894516761e-22 3.33295576903e-22
-0.462437107074 2.38591306252e-22 3.34204433006e-22
-0.462414020514 2.37285988746e-22 3.3510695328e-22
-0.462390933953 2.35978504487e-22 3.36003120402e-22
-0.462367847393 2.34668793508e-22 3.36892919478e-22
-0.462344760832 2.33356795412e-22 3.37776338066e-22
-0.462321674271 2.32042449664e-22 3.38653366136e-22
-0.462298587711 2.3072569668e-22 3.39523995944e-22
-0.46227550115 2.29406477323e-22 3.40388222085e-22
-0.462252414589 2.2808473268e-22 3.41246041529e-22
-0.462229328029 2.26760404352e-22 3.42097453566e-22
-0.462206241468 2.25433435582e-22 3.4294245958e-22
-0.462183154908 2.24103770733e-22 3.43781063152e-22
-0.462160068347 2.22771355062e-22 3.44613270113e-22
-0.462136981786 2.21436135002e-22 3.45439088453e-22
-0.462113895226 2.20098059265e-22 3.46258527997e-22
-0.462090808665 2.18757078328e-22 3.47071600546e-22
-0.462067722105 2.17413144218e-22 3.47878319961e-22
-0.462044635544 2.16066210775e-22 3.48678702042e-22
-0.462021548983 2.14716234659e-22 3.49472764077e-22
-0.461998462423 2.13363174885e-22 3.50260525047e-22
-0.461975375862 2.12006992622e-22 3.51042005729e-22
-0.461952289301 2.10647651422e-22 3.51817228547e-22
-0.461929202741 2.09285118078e-22 3.52586217018e-22
-0.46190611618 2.07919362223e-22 3.53348996007e-22
-0.46188302962 2.06550356169e-22 3.54105591847e-22
-0.461859943059 2.05178075076e-22 3.54856032173e-22
-0.461836856498 2.03802497609e-22 3.55600345297e-22
-0.461813769938 2.02423605628e-22 3.56338560497e-22
-0.461790683377 2.0104138407e-22 3.57070708148e-22
-0.461767596816 1.99655821059e-22 3.57796819548e-22
-0.461744510256 1.98266908295e-22 3.58516926271e-22
-0.461721423695 1.96874640869e-22 3.59231060462e-22
-0.461698337135 1.95479017198e-22 3.59939254977e-22
-0.461675250574 1.9408003906e-22 3.60641543209e-22
-0.461652164013 1.92677711686e-22 3.61337958458e-22
-0.461629077453 1.91272043717e-22 3.62028534219e-22
-0.461605990892 1.89863047193e-22 3.62713304316e-22
-0.461582904332 1.88450737511e-22 3.63392302743e-22
-0.461559817771 1.87035133219e-22 3.64065563076e-22
-0.46153673121 1.85616256106e-22 3.64733118746e-22
-0.46151364465 1.84194131257e-22 3.65395003156e-22
-0.461490558089 1.82768786935e-22 3.66051249546e-22
-0.461467471528 1.81340254093e-22 3.66701890469e-22
-0.461444384968 1.79908566594e-22 3.67346958038e-22
-0.461421298407 1.78473761321e-22 3.67986484024e-22
-0.461398211847 1.77035877999e-22 3.68620499741e-22
-0.461375125286 1.75594958463e-22 3.69249035619e-22
-0.461352038725 1.74151046991e-22 3.69872121401e-22
-0.461328952165 1.72704190462e-22 3.70489786227e-22
-0.461305865604 1.71254438127e-22 3.71102058544e-22
-0.461282779043 1.69801840694e-22 3.71708965782e-22
-0.461259692483 1.68346450747e-22 3.72310534502e-22
-0.461236605922 1.6688832294e-22 3.72906790459e-22
-0.461213519362 1.65427513731e-22 3.73497758545e-22
-0.461190432801 1.63964080352e-22 3.74083462564e-22
-0.46116734624 1.62498081282e-22 3.7466392534e-22
-0.46114425968 1.61029576464e-22 3.75239168753e-22
-0.461121173119 1.59558627022e-22 3.75809213708e-22
-0.461098086558 1.58085294177e-22 3.76374080018e-22
-0.461074999998 1.56609639754e-22 3.76933786459e-22
-0.461051913437 1.55131726393e-22 3.77488350793e-22
-0.461028826877 1.53651617279e-22 3.78037789751e-22
-0.461005740316 1.5216937508e-22 3.78582119011e-22
-0.460982653755 1.50685062435e-22 3.79121353208e-22
-0.460959567195 1.49198742169e-22 3.7965550594e-22
-0.460936480634 1.47710477039e-22 3.80184589772e-22
-0.460913394074 1.4622032877e-22 3.80708616267e-22
-0.460890307513 1.44728358506e-22 3.81227595975e-22
-0.460867220952 1.43234626992e-22 3.81741538421e-22
-0.460844134392 1.4173919437e-22 3.82250452125e-22
-0.460821047831 1.40242119384e-22 3.82754344661e-22
