# Spectral_Value,Flux_Value,Flux_Accuracy_StatErrLow,Flux_Accuracy_StatErrHigh,Flux_Accuracy_Quality
3823.84253658113,28.2835006713867,3.5143404006958,3.5143404006958,0
3824.7231102393,24.2378005981445,3.42466950416565,3.42466950416565,0
3825.60388668038,28.158899307251,3.37764406204224,3.37764406204224,0
3826.4848659511,31.8295993804932,3.40552949905396,3.40552949905396,0
3827.36604809814,31.5951995849609,3.36508321762085,3.36508321762085,0
3828.24743316823,29.2511005401611,3.44796633720398,3.44796633720398,0
3829.1290212081,29.851900100708,3.45391297340393,3.45391297340393,0
3830.01081226449,33.3946990966797,3.64688920974731,3.64688920974731,0
3830.89280638415,33.4777984619141,3.65670919418335,3.65670919418335,0
3831.77500361384,37.2783012390137,3.80296325683594,3.80296325683594,0
3832.65740400035,39.562801361084,3.89739608764648,3.89739608764648,0
3833.54000759044,32.6188011169434,3.87465953826904,3.87465953826904,0
3834.42281443092,29.0807991027832,4.69198226928711,4.69198226928711,0
3835.30582456859,35.9508018493652,4.60501003265381,4.60501003265381,0
3836.18903805028,35.2318992614746,4.46824598312378,4.46824598312378,0
3837.07245492279,32.9598999023438,4.29982471466064,4.29982471466064,0
3837.95607523298,34.5917015075684,4.30018615722656,4.30018615722656,0
3838.83989902769,34.7711982727051,4.19231748580933,4.19231748580933,0
3839.72392635378,29.7339992523193,3.91066217422485,3.91066217422485,0
3840.60815725812,27.0898990631104,3.37491345405579,3.37491345405579,0
3841.49259178759,37.448299407959,3.52660298347473,3.52660298347473,0
3842.37722998909,34.7154998779297,3.48093724250793,3.48093724250793,0
3843.26207190952,26.639799118042,3.28929758071899,3.28929758071899,0
3844.14711759578,23.6103000640869,3.15608215332031,3.15608215332031,0
3845.03236709481,24.1466999053955,3.14306926727295,3.14306926727295,0
3845.91782045354,23.2353992462158,3.1382212638855,3.1382212638855,0
3846.80347771891,22.1341991424561,3.08484792709351,3.08484792709351,0
3847.68933893789,22.7331008911133,3.14996957778931,3.14996957778931,0
3848.57540415743,31.3838005065918,3.28874778747559,3.28874778747559,0
3849.46167342452,26.8969993591309,3.2244176864624,3.2244176864624,0
3850.34814678615,19.8418998718262,3.09461116790771,3.09461116790771,0
3851.23482428932,23.1774997711182,3.11691379547119,3.11691379547119,0
3852.12170598103,19.9817008972168,3.05150461196899,3.05150461196899,0
3853.00879190831,23.756799697876,3.0870521068573,3.0870521068573,0
3853.89608211819,21.1289005279541,3.0385594367981,3.0385594367981,0
3854.78357665772,25.8087997436523,3.0915629863739,3.0915629863739,0
3855.67127557394,31.8062992095947,3.19812655448914,3.19812655448914,0
3856.55917891393,29.8565006256104,3.16158223152161,3.16158223152161,0
3857.44728672476,32.1380996704102,3.17485904693604,3.17485904693604,0
3858.33559905352,36.8003997802734,3.25613737106323,3.25613737106323,0
3859.22411594729,35.5043983459473,3.29537153244019,3.29537153244019,0
3860.1128374532,34.505199432373,3.29093408584595,3.29093408584595,0
3861.00176361836,32.3610992431641,3.32005190849304,3.32005190849304,0
3861.8908944899,29.1478004455566,3.25389051437378,3.25389051437378,0
3862.78023011496,34.0531005859375,3.33846378326416,3.33846378326416,0
3863.66977054069,34.5774993896484,3.30071830749512,3.30071830749512,0
3864.55951581426,35.2140998840332,3.29968309402466,3.29968309402466,0
3865.44946598284,34.5475006103516,3.27243638038635,3.27243638038635,0
3866.33962109361,33.9682998657227,3.15866303443909,3.15866303443909,0
3867.22998119377,35.2080993652344,3.18541932106018,3.18541932106018,0
3868.12054633053,36.3325004577637,3.19602203369141,3.19602203369141,0
3869.01131655109,39.1912002563477,3.20395183563232,3.20395183563232,0
3869.90229190269,36.6398010253906,3.242192029953,3.242192029953,0
3870.79347243257,41.0091018676758,3.22207355499268,3.22207355499268,0
3871.68485818798,38.9291000366211,3.28257250785828,3.28257250785828,0
3872.57644921617,26.2458000183105,3.08750820159912,3.08750820159912,0
3873.46824556443,31.7856998443604,3.26003670692444,3.26003670692444,0
3874.36024728002,28.3216991424561,3.25885248184204,3.25885248184204,0
3875.25245441025,32.5578002929688,3.37943339347839,3.37943339347839,0
3876.14486700241,33.2485008239746,3.37315797805786,3.37315797805786,0
3877.03748510383,31.94580078125,3.36031484603882,3.36031484603882,0
3877.93030876182,33.9015998840332,3.32861375808716,3.32861375808716,0
3878.82333802374,29.6786994934082,3.1877281665802,3.1877281665802,0
3879.71657293691,24.139799118042,3.06250357627869,3.06250357627869,0
3880.6100135487,34.9292984008789,3.09820318222046,3.09820318222046,0
3881.50365990648,28.5646991729736,2.90332341194153,2.90332341194153,0
3882.39751205764,17.8227996826172,2.68130254745483,2.68130254745483,0
3883.29157004955,23.6718997955322,2.72934865951538,2.72934865951538,0
3884.18583392963,23.7371997833252,2.76708030700684,2.76708030700684,0
3885.08030374528,28.345100402832,2.82101202011108,2.82101202011108,0
3885.97497954394,23.6135997772217,2.7350389957428,2.7350389957428,0
3886.86986137303,18.430700302124,2.62026214599609,2.62026214599609,0
3887.76494927999,18.1725006103516,2.64742112159729,2.64742112159729,0
3888.6602433123,20.3719997406006,2.70161747932434,2.70161747932434,0
3889.55574351741,21.3616008758545,2.77527356147766,2.77527356147766,0
3890.45144994281,19.0214996337891,2.73051857948303,2.73051857948303,0
3891.34736263597,21.12380027771,2.74001407623291,2.74001407623291,0
3892.24348164442,19.6653995513916,2.65883159637451,2.65883159637451,0
3893.13980701564,18.1697998046875,2.59250116348267,2.59250116348267,0
3894.03633879717,22.5527000427246,2.68772530555725,2.68772530555725,0
3894.93307703655,26.839599609375,2.76618027687073,2.76618027687073,0
3895.8300217813,32.0934982299805,2.84700465202332,2.84700465202332,0
3896.727173079,36.4928016662598,2.99103736877441,2.99103736877441,0
3897.6245309772,34.6627006530762,2.95846343040466,2.95846343040466,0
3898.52209552348,32.8564987182617,3.01337432861328,3.01337432861328,0
3899.41986676544,34.6855010986328,2.99651098251343,2.99651098251343,0
3900.31784475066,31.7728004455566,3.01568913459778,3.01568913459778,0
3901.21602952676,34.9726982116699,3.15759205818176,3.15759205818176,0
3902.11442114136,31.095100402832,3.12799501419067,3.12799501419067,0
3903.01301964209,31.8540000915527,3.15380525588989,3.15380525588989,0
3903.9118250766,36.2302017211914,3.19168567657471,3.19168567657471,0
3904.81083749254,36.3782997131348,3.16863226890564,3.16863226890564,0
3905.71005693757,36.0513000488281,3.12677145004272,3.12677145004272,0
3906.60948345936,39.1432991027832,3.12606859207153,3.12606859207153,0
3907.50911710562,35.5773010253906,3.05594706535339,3.05594706535339,0
3908.40895792402,34.1477012634277,2.9837589263916,2.9837589263916,0
3909.30900596229,35.4424018859863,3.06638836860657,3.06638836860657,0
3910.20926126814,35.1721000671387,3.02176856994629,3.02176856994629,0
3911.1097238893,35.8254013061523,3.07162046432495,3.07162046432495,0
3912.01039387351,37.4682998657227,3.08593463897705,3.08593463897705,0
3912.91127126853,31.9715003967285,3.01278638839722,3.01278638839722,0
3913.81235612212,35.073600769043,3.00861096382141,3.00861096382141,0
3914.71364848205,39.5570983886719,3.05500555038452,3.05500555038452,0
3915.61514839612,35.874698638916,2.99629592895508,2.99629592895508,0
3916.51685591211,36.9258003234863,2.95493507385254,2.95493507385254,0
3917.41877107783,34.1910018920898,2.88474464416504,2.88474464416504,0
3918.32089394111,36.8143005371094,2.88859343528748,2.88859343528748,0
3919.22322454977,37.9398002624512,2.93495011329651,2.93495011329651,0
3920.12576295165,39.3967018127441,2.954097032547,2.954097032547,0
3921.02850919461,42.7834014892578,2.99610757827759,2.99610757827759,0
3921.9314633265,38.9468994140625,2.92655491828918,2.92655491828918,0
3922.83462539521,36.269401550293,2.85519742965698,2.85519742965698,0
3923.73799544861,38.8913993835449,2.87274503707886,2.87274503707886,0
3924.6415735346,33.6697998046875,2.75221133232117,2.75221133232117,0
3925.54535970109,28.8876991271973,2.6345911026001,2.6345911026001,0
3926.449353996,33.7167015075684,2.70917177200317,2.70917177200317,0
3927.35355646725,34.5616989135742,2.73646211624146,2.73646211624146,0
3928.25796716279,34.5716018676758,2.72858667373657,2.72858667373657,0
3929.16258613056,37.046501159668,2.81949782371521,2.81949782371521,0
3930.06741341853,35.3040008544922,2.79647254943848,2.79647254943848,0
3930.97244907467,33.8571014404297,2.80185699462891,2.80185699462891,0
3931.87769314697,35.9606018066406,2.81971073150635,2.81971073150635,0
3932.78314568342,32.4425010681152,2.77068901062012,2.77068901062012,0
3933.68880673202,31.8003997802734,2.7407238483429,2.7407238483429,0
3934.5946763408,32.6851997375488,2.6745138168335,2.6745138168335,0
3935.50075455778,28.2709007263184,2.55847382545471,2.55847382545471,0
3936.40704143099,27.4967994689941,2.48934960365295,2.48934960365295,0
3937.31353700851,32.4037017822266,2.59076046943665,2.59076046943665,0
3938.22024133837,25.3668994903564,2.47757863998413,2.47757863998413,0
3939.12715446866,24.7614994049072,2.51581287384033,2.51581287384033,0
3940.03427644746,21.2576999664307,2.53380632400513,2.53380632400513,0
3940.94160732286,22.1415996551514,2.60973882675171,2.60973882675171,0
3941.84914714297,26.4745006561279,2.76385498046875,2.76385498046875,0
3942.75689595591,29.0564002990723,2.85391807556152,2.85391807556152,0
3943.6648538098,31.2077007293701,2.90609288215637,2.90609288215637,0
3944.57302075278,28.6576995849609,2.83969473838806,2.83969473838806,0
3945.48139683302,25.5991992950439,2.72411823272705,2.72411823272705,0
3946.38998209865,27.017599105835,2.71635842323303,2.71635842323303,0
3947.29877659786,29.5699005126953,2.64659571647644,2.64659571647644,0
3948.20778037883,30.2155990600586,2.59043025970459,2.59043025970459,0
3949.11699348975,33.0792999267578,2.58926630020142,2.58926630020142,0
3950.02641597884,34.0457992553711,2.63731098175049,2.63731098175049,0
3950.9360478943,32.6864013671875,2.56884431838989,2.56884431838989,0
3951.84588928437,31.2147998809814,2.60335469245911,2.60335469245911,0
3952.75594019728,30.7709007263184,2.58578419685364,2.58578419685364,0
3953.66620068128,32.1750984191895,2.63827443122864,2.63827443122864,0
3954.57667078464,36.0395011901855,2.71763205528259,2.71763205528259,0
3955.48735055563,37.9448013305664,2.77556204795837,2.77556204795837,0
3956.39824004252,37.7695999145508,2.74645471572876,2.74645471572876,0
3957.30933929362,36.013500213623,2.73121094703674,2.73121094703674,0
3958.22064835723,36.3446998596191,2.74128007888794,2.74128007888794,0
3959.13216728166,36.5289993286133,2.74675536155701,2.74675536155701,0
3960.04389611525,29.3134994506836,2.65692591667175,2.65692591667175,0
3960.95583490634,34.1176986694336,2.69271945953369,2.69271945953369,0
3961.86798370326,31.4323997497559,2.68044495582581,2.68044495582581,0
3962.7803425544,35.4129981994629,2.7373640537262,2.7373640537262,0
3963.6929115081,38.6268997192383,2.74042558670044,2.74042558670044,0
3964.60569061278,34.7756004333496,2.69156813621521,2.69156813621521,0
3965.5186799168,43.3608016967773,2.77225375175476,2.77225375175476,0
3966.43187946859,42.1721000671387,2.77673888206482,2.77673888206482,0
3967.34528931655,38.1744995117188,2.68077254295349,2.68077254295349,0
3968.25890950912,35.7848014831543,2.63093233108521,2.63093233108521,0
3969.17274009473,36.097900390625,2.61544513702393,2.61544513702393,0
3970.08678112184,39.0214004516602,2.64764380455017,2.64764380455017,0
3971.00103263891,41.8954010009766,2.69835019111633,2.69835019111633,0
3971.91549469441,36.9272003173828,2.61108183860779,2.61108183860779,0
3972.83016733681,39.4723014831543,2.6806857585907,2.6806857585907,0
3973.74505061463,36.1988983154297,2.58785271644592,2.58785271644592,0
3974.66014457637,35.8787002563477,2.67641949653625,2.67641949653625,0
3975.57544927053,44.1287002563477,2.78337812423706,2.78337812423706,0
3976.49096474566,38.6711006164551,2.77086997032166,2.77086997032166,0
3977.40669105028,38.4044990539551,2.73792839050293,2.73792839050293,0
3978.32262823296,35.378101348877,2.73012161254883,2.73012161254883,0
3979.23877634225,34.6930999755859,2.64501214027405,2.64501214027405,0
3980.15513542673,35.9626998901367,2.65596985816956,2.65596985816956,0
3981.07170553497,36.182201385498,2.57989144325256,2.57989144325256,0
3981.98848671559,37.1152992248535,2.55819749832153,2.55819749832153,0
3982.90547901717,33.016300201416,2.4442572593689,2.4442572593689,0
3983.82268248835,24.1392002105713,2.28688097000122,2.28688097000122,0
3984.74009717775,24.5032997131348,2.2891206741333,2.2891206741333,0
3985.65772313401,28.035400390625,2.32822728157043,2.32822728157043,0
3986.57556040578,23.6870994567871,2.24206781387329,2.24206781387329,0
3987.49360904173,18.5139999389648,2.1618754863739,2.1618754863739,0
3988.41186909053,18.5671997070313,2.15109968185425,2.15109968185425,0
3989.33034060086,19.5701007843018,2.17266583442688,2.17266583442688,0
3990.24902362142,23.7413005828857,2.27785706520081,2.27785706520081,0
3991.16791820092,25.6525001525879,2.36687231063843,2.36687231063843,0
3992.08702438808,24.8458995819092,2.35057401657104,2.35057401657104,0
3993.00634223163,31.9237003326416,2.51842832565308,2.51842832565308,0
3993.9258717803,29.9629001617432,2.5463764667511,2.5463764667511,0
3994.84561308286,34.0903015136719,2.56433010101318,2.56433010101318,0
3995.76556618806,34.3660011291504,2.50468492507935,2.50468492507935,0
3996.68573114468,34.0140991210938,2.49797129631042,2.49797129631042,0
3997.60610800151,38.4496994018555,2.54054355621338,2.54054355621338,0
3998.52669680733,37.1384010314941,2.50196313858032,2.50196313858032,0
3999.44749761098,35.2719993591309,2.46395111083984,2.46395111083984,0
4000.36851046125,37.1313018798828,2.53553247451782,2.53553247451782,0
4001.28973540699,38.1787986755371,2.60450220108032,2.60450220108032,0
4002.21117249703,38.0344009399414,2.56952261924744,2.56952261924744,0
4003.13282178024,37.0611991882324,2.51755023002625,2.51755023002625,0
4004.05468330546,34.4202003479004,2.4674665927887,2.4674665927887,0
4004.97675712159,42.8524017333984,2.52114820480347,2.52114820480347,0
4005.89904327751,36.1847991943359,2.46428036689758,2.46428036689758,0
4006.82154182211,33.1216011047363,2.41543769836426,2.41543769836426,0
4007.74425280431,35.7489013671875,2.52462482452393,2.52462482452393,0
4008.66717627303,36.3708000183105,2.60478496551514,2.60478496551514,0
4009.5903122772,41.265998840332,2.68792915344238,2.68792915344238,0
4010.51366086576,42.905101776123,2.67942500114441,2.67942500114441,0
4011.43722208767,38.9455986022949,2.54825258255005,2.54825258255005,0
4012.36099599189,35.7434005737305,2.46517872810364,2.46517872810364,0
4013.28498262742,35.6101989746094,2.46562075614929,2.46562075614929,0
4014.20918204321,35.5220985412598,2.46838355064392,2.46838355064392,0
4015.1335942883,33.1944007873535,2.4415020942688,2.4415020942688,0
4016.05821941167,34.9488983154297,2.41897583007813,2.41897583007813,0
4016.98305746236,32.1263999938965,2.35912704467773,2.35912704467773,0
4017.9081084894,31.0289993286133,2.30368876457214,2.30368876457214,0
4018.83337254184,29.1947002410889,2.31792807579041,2.31792807579041,0
4019.75884966872,25.5174007415771,2.27289175987244,2.27289175987244,0
4020.68453991913,28.1347007751465,2.29744267463684,2.29744267463684,0
4021.61044334213,18.7229995727539,2.15038347244263,2.15038347244263,0
4022.53655998683,15.978099822998,2.07073068618774,2.07073068618774,0
4023.46288990231,17.6242008209229,2.11375880241394,2.11375880241394,0
4024.3894331377,20.0415000915527,2.13835382461548,2.13835382461548,0
4025.31618974212,20.5324993133545,2.15304327011108,2.15304327011108,0
4026.2431597647,15.9739999771118,2.11880111694336,2.11880111694336,0
4027.17034325459,18.7595996856689,2.15074157714844,2.15074157714844,0
4028.09774026095,19.3794994354248,2.14839744567871,2.14839744567871,0
4029.02535083295,20.6021003723145,2.1781530380249,2.1781530380249,0
4029.95317501977,25.4846992492676,2.21838045120239,2.21838045120239,0
4030.88121287061,30.9978008270264,2.2650420665741,2.2650420665741,0
4031.80946443465,31.4118003845215,2.29853487014771,2.29853487014771,0
4032.73792976113,31.6961002349854,2.32798743247986,2.32798743247986,0
4033.66660889927,29.4971008300781,2.30661034584045,2.30661034584045,0
4034.5955018983,32.1147003173828,2.32942700386047,2.32942700386047,0
4035.52460880747,35.0172996520996,2.37608122825623,2.37608122825623,0
4036.45392967605,34.1423988342285,2.38330435752869,2.38330435752869,0
4037.3834645533,37.8526000976563,2.47144985198975,2.47144985198975,0
4038.31321348852,37.1501998901367,2.47007727622986,2.47007727622986,0
4039.24317653098,35.6922988891602,2.44392156600952,2.44392156600952,0
4040.17335373001,40.0834999084473,2.51203942298889,2.51203942298889,0
4041.1037451349,40.3703994750977,2.57546401023865,2.57546401023865,0
4042.03435079501,34.0312004089355,2.52541351318359,2.52541351318359,0
4042.96517075965,40.4281997680664,2.60520052909851,2.60520052909851,0
4043.8962050782,43.7382011413574,2.65219330787659,2.65219330787659,0
4044.8274538,37.9537010192871,2.51368975639343,2.51368975639343,0
4045.75891697443,32.5057983398438,2.42012310028076,2.42012310028076,0
4046.69059465087,35.3973999023438,2.52965211868286,2.52965211868286,0
4047.62248687874,41.8815002441406,2.69711327552795,2.69711327552795,0
4048.55459370742,39.4095993041992,2.66587996482849,2.66587996482849,0
4049.48691518634,42.1012992858887,2.6083357334137,2.6083357334137,0
4050.41945136494,41.6781005859375,2.54551005363464,2.54551005363464,0
4051.35220229264,35.9934997558594,2.46688079833984,2.46688079833984,0
4052.28516801891,33.0108985900879,2.4187068939209,2.4187068939209,0
4053.21834859322,36.7571983337402,2.45393776893616,2.45393776893616,0
4054.15174406503,39.9897003173828,2.50790452957153,2.50790452957153,0
4055.08535448384,47.124698638916,2.55050587654114,2.55050587654114,0
4056.01917989914,41.2963981628418,2.52416634559631,2.52416634559631,0
4056.95322036045,38.3204002380371,2.44988417625427,2.44988417625427,0
4057.88747591729,41.2652015686035,2.52905344963074,2.52905344963074,0
4058.82194661918,41.5778999328613,2.51469087600708,2.51469087600708,0
4059.75663251569,38.9249992370605,2.43787884712219,2.43787884712219,0
4060.69153365635,40.1171989440918,2.46938419342041,2.46938419342041,0
4061.62665009074,39.9980010986328,2.48910284042358,2.48910284042358,0
4062.56198186844,40.5177001953125,2.44527292251587,2.44527292251587,0
4063.49752903903,40.8180999755859,2.45536518096924,2.45536518096924,0
4064.43329165213,41.0401992797852,2.47215962409973,2.47215962409973,0
4065.36926975734,43.8261985778809,2.50683259963989,2.50683259963989,0
4066.30546340428,36.4970016479492,2.45135593414307,2.45135593414307,0
4067.2418726426,41.0661010742188,2.4232759475708,2.4232759475708,0
4068.17849752195,42.4348983764648,2.50582504272461,2.50582504272461,0
4069.11533809197,40.9105987548828,2.44224452972412,2.44224452972412,0
4070.05239440234,43.7737007141113,2.55184245109558,2.55184245109558,0
4070.98966650274,42.6231994628906,2.51189684867859,2.51189684867859,0
4071.92715444287,41.3370018005371,2.48248267173767,2.48248267173767,0
4072.86485827242,42.0330009460449,2.48554825782776,2.48554825782776,0
4073.80277804113,41.8193016052246,2.48884081840515,2.48884081840515,0
4074.74091379871,43.2890014648438,2.48214626312256,2.48214626312256,0
4075.6792655949,45.690601348877,3.05339598655701,3.05339598655701,0
4076.61783347945,40.8031005859375,2.96494507789612,2.96494507789612,0
4077.55661750213,41.1483001708984,2.72067809104919,2.72067809104919,0
4078.4956177127,44.6337013244629,2.76007294654846,2.76007294654846,0
4079.43483416096,43.7251014709473,2.58597445487976,2.58597445487976,0
4080.3742668967,41.8051986694336,2.51239633560181,2.51239633560181,0
4081.31391596972,42.2442016601563,2.44960498809814,2.44960498809814,0
4082.25378142985,39.8815002441406,2.42000961303711,2.42000961303711,0
4083.19386332692,44.7639007568359,2.46699357032776,2.46699357032776,0
4084.13416171077,40.1523017883301,2.45050191879272,2.45050191879272,0
4085.07467663125,41.4351005554199,2.47668957710266,2.47668957710266,0
4086.01540813823,44.7249984741211,2.57303309440613,2.57303309440613,0
4086.95635628158,40.0676002502441,2.55149364471436,2.55149364471436,0
4087.8975211112,37.5868988037109,2.50705313682556,2.50705313682556,0
4088.83890267698,36.4496002197266,2.43620729446411,2.43620729446411,0
4089.78050102883,40.6800003051758,2.4931378364563,2.4931378364563,0
4090.72231621668,40.2514991760254,2.39644908905029,2.39644908905029,0
4091.66434829046,37.8871002197266,2.3951632976532,2.3951632976532,0
4092.60659730011,41.3721008300781,2.41436052322388,2.41436052322388,0
4093.5490632956,47.0256996154785,2.50477147102356,2.50477147102356,0
4094.49174632688,48.07080078125,2.50595092773438,2.50595092773438,0
4095.43464644396,44.7860984802246,2.48252105712891,2.48252105712891,0
4096.3777636968,44.6273002624512,2.44925212860107,2.44925212860107,0
4097.32109813542,44.0499000549316,2.45140743255615,2.45140743255615,0
4098.26464980982,40.3748016357422,2.36352467536926,2.36352467536926,0
4099.20841877005,41.8097991943359,2.37026715278625,2.37026715278625,0
4100.15240506613,39.279598236084,2.31073236465454,2.31073236465454,0
4101.09660874812,36.8326988220215,2.26541972160339,2.26541972160339,0
4102.04102986607,40.013801574707,2.34903645515442,2.34903645515442,0
4102.98566847006,42.9166984558105,2.35932397842407,2.35932397842407,0
4103.93052461016,41.2212982177734,2.3794891834259,2.3794891834259,0
4104.87559833649,43.1094017028809,2.38701558113098,2.38701558113098,0
4105.82088969914,44.8157005310059,2.37483477592468,2.37483477592468,0
4106.76639874822,40.0340003967285,2.36281871795654,2.36281871795654,0
4107.71212553388,41.0605010986328,2.34214520454407,2.34214520454407,0
4108.65807010625,43.2111015319824,2.3892560005188,2.3892560005188,0
4109.60423251549,38.2976989746094,2.28200507164001,2.28200507164001,0
4110.55061281175,36.5882987976074,2.2683961391449,2.2683961391449,0
4111.49721104523,42.5060005187988,2.31859469413757,2.31859469413757,0
4112.44402726609,38.8041000366211,2.22726535797119,2.22726535797119,0
4113.39106152455,38.4766998291016,2.26231026649475,2.26231026649475,0
4114.33831387081,41.6954002380371,2.29987788200378,2.29987788200378,0
4115.2857843551,41.1809997558594,2.31814002990723,2.31814002990723,0
4116.23347302765,41.3610000610352,2.2820999622345,2.2820999622345,0
4117.18137993871,42.6669006347656,2.27925300598145,2.27925300598145,0
4118.12950513853,42.1264991760254,2.28677344322205,2.28677344322205,0
4119.07784867738,39.3138999938965,2.21741485595703,2.21741485595703,0
4120.02641060554,37.6916007995605,2.19521117210388,2.19521117210388,0
4120.9751909733,38.1411018371582,2.20677971839905,2.20677971839905,0
4121.92418983097,36.603099822998,2.17412877082825,2.17412877082825,0
4122.87340722887,39.1276016235352,2.22367763519287,2.22367763519287,0
4123.82284321731,43.0332984924316,2.28491616249084,2.28491616249084,0
4124.77249784664,43.6967010498047,2.33731651306152,2.33731651306152,0
4125.7223711672,42.3940010070801,2.31348252296448,2.31348252296448,0
4126.67246322936,41.119701385498,2.30100393295288,2.30100393295288,0
4127.6227740835,37.8017997741699,2.2322096824646,2.2322096824646,0
4128.57330377998,36.7761001586914,2.21012949943542,2.21012949943542,0
4129.52405236922,44.5956993103027,2.40494418144226,2.40494418144226,0
4130.47501990161,40.0722999572754,2.30631566047668,2.30631566047668,0
4131.42620642759,35.5065994262695,2.21399927139282,2.21399927139282,0
4132.37761199757,41.9245986938477,2.23926115036011,2.23926115036011,0
4133.32923666201,34.456298828125,2.14947414398193,2.14947414398193,0
4134.28108047135,36.0639991760254,2.16078996658325,2.16078996658325,0
4135.23314347606,36.0525016784668,2.18467712402344,2.18467712402344,0
4136.18542572662,36.6236991882324,2.18024349212646,2.18024349212646,0
4137.13792727352,38.5530014038086,2.19585132598877,2.19585132598877,0
4138.09064816725,39.6217994689941,2.24072790145874,2.24072790145874,0
4139.04358845834,40.1637992858887,2.27615118026733,2.27615118026733,0
4139.9967481973,41.0237998962402,2.30789375305176,2.30789375305176,0
4140.95012743468,39.6063995361328,2.32580161094666,2.32580161094666,0
4141.90372622101,38.4936981201172,2.29352974891663,2.29352974891663,0
4142.85754460686,38.6130981445313,2.28377175331116,2.28377175331116,0
4143.81158264279,40.396800994873,2.24795174598694,2.24795174598694,0
4144.76584037939,44.1833000183105,2.25864887237549,2.25864887237549,0
4145.72031786726,41.0368003845215,2.2355649471283,2.2355649471283,0
4146.67501515699,38.7932014465332,2.19690036773682,2.19690036773682,0
4147.62993229921,39.1875991821289,2.24486255645752,2.24486255645752,0
4148.58506934454,39.5396003723145,2.2424681186676,2.2424681186676,0
4149.54042634363,37.9882011413574,2.25689363479614,2.25689363479614,0
4150.49600334712,35.8656997680664,2.25177264213562,2.25177264213562,0
4151.45180040569,33.407299041748,2.24689602851868,2.24689602851868,0
4152.40781757,37.3279991149902,2.27117347717285,2.27117347717285,0
4153.36405489074,36.423900604248,2.27542042732239,2.27542042732239,0
4154.32051241861,31.3736991882324,2.16347861289978,2.16347861289978,0
4155.27719020433,29.547399520874,2.09947395324707,2.09947395324707,0
4156.23408829861,29.7700996398926,2.04212236404419,2.04212236404419,0
4157.19120675218,29.9328002929688,2.02348732948303,2.02348732948303,0
4158.1485456158,31.0359992980957,2.05622506141663,2.05622506141663,0
4159.10610494022,31.5557994842529,2.10328769683838,2.10328769683838,0
4160.06388477621,29.3852005004883,2.1008403301239,2.1008403301239,0
4161.02188517455,26.926399230957,2.06882882118225,2.06882882118225,0
4161.98010618603,30.5046997070313,2.10018706321716,2.10018706321716,0
4162.93854786145,33.910400390625,2.11602902412415,2.11602902412415,0
4163.89721025164,36.4950981140137,2.09374618530273,2.09374618530273,0
4164.85609340741,34.0707015991211,2.09336543083191,2.09336543083191,0
4165.81519737962,31.2176990509033,2.02957105636597,2.02957105636597,0
4166.7745222191,32.2386016845703,2.04189229011536,2.04189229011536,0
4167.73406797672,32.8326988220215,2.06509327888489,2.06509327888489,0
4168.69383470335,38.8517990112305,2.11695337295532,2.11695337295532,0
4169.65382244989,33.3669013977051,2.11867260932922,2.11867260932922,0
4170.61403126723,33.4962997436523,2.10972332954407,2.10972332954407,0
4171.57446120627,40.2915992736816,2.21805834770203,2.21805834770203,0
4172.53511231794,42.4255981445313,2.2740490436554,2.2740490436554,0
